vertex1,vertex2,algorithm,time_ns,relaxed_edges,distance
2716927097,828094480,BD,1100792,197,-1.0
2375811785,4339308658,D,278887917,916634,11190.0
2375811785,4339308658,BD,997709,153,-1.0
2504666026,1151684833,D,75375417,231739,3406.0
2504666026,1151684833,BD,499958,23,-1.0
432483367,7305584,D,294699375,1101340,12012.0
432483367,7305584,BD,994375,168,-1.0
310404465,2991236426,D,42132791,134927,5281.0
310404465,2991236426,BD,1230417,251,-1.0
1097376280,593864509,D,275835917,1000839,15293.0
1097376280,593864509,BD,1130250,224,-1.0
4868595987,3673871029,D,164540791,611528,8589.0
4868595987,3673871029,BD,661291,48,-1.0
252126284,1169543772,D,49125541,165093,3114.0
252126284,1169543772,BD,1354500,304,-1.0
345521687,3464340234,D,307584750,1031323,18238.0
345521687,3464340234,BD,1253375,256,-1.0
391751205,3675102028,D,191986750,789104,13991.0
391751205,3675102028,BD,802459,93,-1.0
5074048337,1583979595,D,146875667,550629,12963.0
5074048337,1583979595,BD,937458,177,-1.0
3263817541,4560720407,D,131520416,419566,4956.0
3263817541,4560720407,BD,565583,36,-1.0
3015929129,3296593280,D,30939167,93551,1957.0
3015929129,3296593280,BD,615750,50,-1.0
469398139,3887956385,D,138873708,504999,7193.0
469398139,3887956385,BD,1658583,434,-1.0
3356133774,1210799869,D,23449375,54624,1643.0
3356133774,1210799869,BD,563625,44,-1.0
1164866919,1297668588,D,87498584,320885,7196.0
1164866919,1297668588,BD,1288875,278,-1.0
4916005225,4124581732,D,337187333,1128905,13756.0
4916005225,4124581732,BD,1061250,183,-1.0
1139557628,1282837337,D,124801833,457858,8234.0
1139557628,1282837337,BD,659583,77,-1.0
3244258327,279825351,D,136427625,503931,7974.0
3244258327,279825351,BD,1130209,213,-1.0
1350776901,1126788345,D,283342583,881896,13079.0
1350776901,1126788345,BD,1179667,247,-1.0
1271044483,1699826201,D,136013709,411117,6695.0
1271044483,1699826201,BD,1214541,182,-1.0
1590545894,5327253228,D,275574375,910665,9901.0
1590545894,5327253228,BD,1601667,391,-1.0
280821205,411667804,D,81619667,274132,6128.0
280821205,411667804,BD,708958,74,-1.0
442497988,1121917492,D,150781750,564974,8396.0
442497988,1121917492,BD,942750,140,-1.0
2367885111,446015758,D,181385458,672640,7592.0
2367885111,446015758,BD,1181083,206,-1.0
1083314873,266629284,D,257996958,868763,9583.0
1083314873,266629284,BD,798167,98,-1.0
2724962402,2606351595,D,115905583,415291,8217.0
2724962402,2606351595,BD,693375,53,-1.0
1661041119,5405903565,D,146354500,557541,12399.0
1661041119,5405903565,BD,2959583,1200,-1.0
3697135512,2754293016,D,253371625,947451,13822.0
3697135512,2754293016,BD,476125,16,-1.0
265468163,1021312713,D,268412500,1012827,15313.0
265468163,1021312713,BD,718709,79,-1.0
2880082199,2411629102,D,259999458,1002581,17656.0
2880082199,2411629102,BD,1003416,163,-1.0
30405571,2343073443,D,74651250,250759,4860.0
30405571,2343073443,BD,631084,59,-1.0
3913041033,7451590,D,107978042,395076,9280.0
3913041033,7451590,BD,1945292,637,-1.0
1939538473,1446413294,D,201092792,789681,10974.0
1939538473,1446413294,BD,1170875,216,-1.0
2415181014,2852225649,D,180796458,683238,7235.0
2415181014,2852225649,BD,1145375,207,-1.0
5282333170,1100387418,D,202888583,808172,10235.0
5282333170,1100387418,BD,953625,149,-1.0
4195690506,1098423300,D,142684750,539019,10447.0
4195690506,1098423300,BD,684834,66,-1.0
1275874251,3190136387,D,172890375,709580,14885.0
1275874251,3190136387,BD,1413459,315,-1.0
4141679788,70635187,D,103868125,353942,6055.0
4141679788,70635187,BD,598291,50,-1.0
2404675587,1700969281,D,110414917,398396,10187.0
2404675587,1700969281,BD,1334458,137,-1.0
2568737829,497314069,D,177602583,711650,12701.0
2568737829,497314069,BD,599375,48,-1.0
3720044059,370596333,D,287617875,990312,11180.0
3720044059,370596333,BD,905708,109,-1.0
5180850986,59871338,D,103359375,369315,7535.0
5180850986,59871338,BD,699000,62,-1.0
2459845082,60114593,D,75476875,268002,4895.0
2459845082,60114593,BD,803083,98,-1.0
282249643,3060707281,D,304847042,1116629,19593.0
